Position	Name + ID	Name	ID	Roster Position	Salary	Game Info	TeamAbbrev	AvgPointsPerGame
RP	John Curtiss (43505466)	John Curtiss	43505466	P	4000	ARI@SD 07/08/2026 10:10PM ET	ARI	0
RP	Alek Jacob (43505482)	Alek Jacob	43505482	P	4000	ARI@SD 07/08/2026 10:10PM ET	SD	5.48
RP	Kade Strowd (43505498)	Kade Strowd	43505498	P	4000	ARI@SD 07/08/2026 10:10PM ET	ARI	-0.15
RP	Justin Martinez (43505501)	Justin Martinez	43505501	P	4000	ARI@SD 07/08/2026 10:10PM ET	ARI	0
RP	Adrian Morejon (43505505)	Adrian Morejon	43505505	P	4000	ARI@SD 07/08/2026 10:10PM ET	SD	4.09
RP	Jonathan Loaisiga (43505506)	Jonathan Loaisiga	43505506	P	4000	ARI@SD 07/08/2026 10:10PM ET	ARI	2.40
RP	Paul Sewald (43505507)	Paul Sewald	43505507	P	4000	ARI@SD 07/08/2026 10:10PM ET	ARI	2.84
RP	Mason Miller (43505511)	Mason Miller	43505511	P	4000	ARI@SD 07/08/2026 10:10PM ET	SD	5.67
RP	Bryan Hoeing (43505516)	Bryan Hoeing	43505516	P	4000	ARI@SD 07/08/2026 10:10PM ET	SD	0
RP	Jeremiah Estrada (43505523)	Jeremiah Estrada	43505523	P	4000	ARI@SD 07/08/2026 10:10PM ET	SD	3.37
RP	Juan Burgos (43505525)	Juan Burgos	43505525	P	4000	ARI@SD 07/08/2026 10:10PM ET	ARI	-0.2
RP	Andrew Hoffmann (43505536)	Andrew Hoffmann	43505536	P	4000	ARI@SD 07/08/2026 10:10PM ET	ARI	2.08
RP	Ron Marinaccio (43505538)	Ron Marinaccio	43505538	P	4000	ARI@SD 07/08/2026 10:10PM ET	SD	3.14
RP	A.J. Puk (43505542)	A.J. Puk	43505542	P	4000	ARI@SD 07/08/2026 10:10PM ET	ARI	0
RP	Yuki Matsui (43505545)	Yuki Matsui	43505545	P	4000	ARI@SD 07/08/2026 10:10PM ET	SD	4.43
RP	Andrew Saalfrank (43505548)	Andrew Saalfrank	43505548	P	4000	ARI@SD 07/08/2026 10:10PM ET	ARI	0
RP	Taylor Clarke (43505568)	Taylor Clarke	43505568	P	4000	ARI@SD 07/08/2026 10:10PM ET	ARI	2.50
OF	Carson Benge (43504865)	Carson Benge	43504865	OF	4000	KC@NYM 07/08/2026 07:10PM ET	NYM	7.47
1B	Vinnie Pasquantino (43505050)	Vinnie Pasquantino	43505050	1B	4000	KC@NYM 07/08/2026 07:10PM ET	KC	6.53
RP	James McArthur (43505348)	James McArthur	43505348	P	4000	KC@NYM 07/08/2026 07:10PM ET	KC	0
RP	Anderson Severino (43505350)	Anderson Severino	43505350	P	4000	KC@NYM 07/08/2026 07:10PM ET	NYM	0
RP	Adbert Alzolay (43505354)	Adbert Alzolay	43505354	P	4000	KC@NYM 07/08/2026 07:10PM ET	NYM	0
SP	Ben Kudrna (43505360)	Ben Kudrna	43505360	P	4000	KC@NYM 07/08/2026 07:10PM ET	KC	0
RP	Dylan Ross (43505361)	Dylan Ross	43505361	P	4000	KC@NYM 07/08/2026 07:10PM ET	NYM	0
SP	Alec Marsh (43505367)	Alec Marsh	43505367	P	4000	KC@NYM 07/08/2026 07:10PM ET	KC	0
SP	Steven Zobac (43505369)	Steven Zobac	43505369	P	4000	KC@NYM 07/08/2026 07:10PM ET	KC	0
RP	Guillo Zuniga (43505370)	Guillo Zuniga	43505370	P	4000	KC@NYM 07/08/2026 07:10PM ET	NYM	3.65
RP	Aaron Sanchez (43505371)	Aaron Sanchez	43505371	P	4000	KC@NYM 07/08/2026 07:10PM ET	KC	0
RP	Huascar Brazoban (43505392)	Huascar Brazoban	43505392	P	4000	KC@NYM 07/08/2026 07:10PM ET	NYM	3.74
RP	Jose Cuas (43505404)	Jose Cuas	43505404	P	4000	KC@NYM 07/08/2026 07:10PM ET	KC	5.42
RP	Carlos Estevez (43505405)	Carlos Estevez	43505405	P	4000	KC@NYM 07/08/2026 07:10PM ET	KC	-14.85
RP	A.J. Minter (43505410)	A.J. Minter	43505410	P	4000	KC@NYM 07/08/2026 07:10PM ET	NYM	3.66
RP	Connor Seabold (43505438)	Connor Seabold	43505438	P	4000	KC@NYM 07/08/2026 07:10PM ET	KC	2.08
RP	Steven Cruz (43505441)	Steven Cruz	43505441	P	4000	KC@NYM 07/08/2026 07:10PM ET	KC	3.43
RP	Brooks Raley (43505445)	Brooks Raley	43505445	P	4000	KC@NYM 07/08/2026 07:10PM ET	NYM	3.21
RP	Alex Lange (43505447)	Alex Lange	43505447	P	4000	KC@NYM 07/08/2026 07:10PM ET	KC	2.31
RP	Randy Dobnak (43505455)	Randy Dobnak	43505455	P	4000	KC@NYM 07/08/2026 07:10PM ET	KC	4.8
RP	Reed Garrett (43505460)	Reed Garrett	43505460	P	4000	KC@NYM 07/08/2026 07:10PM ET	NYM	0
RP	Cionel Perez (43505463)	Cionel Perez	43505463	P	4000	KC@NYM 07/08/2026 07:10PM ET	NYM	2.70
RP	Daniel Duarte (43505464)	Daniel Duarte	43505464	P	4000	KC@NYM 07/08/2026 07:10PM ET	NYM	5.35
RP	Alex Carrillo (43505476)	Alex Carrillo	43505476	P	4000	KC@NYM 07/08/2026 07:10PM ET	NYM	0
RP	Austin Warren (43505478)	Austin Warren	43505478	P	4000	KC@NYM 07/08/2026 07:10PM ET	NYM	3.38
RP	Lucas Erceg (43505487)	Lucas Erceg	43505487	P	4000	KC@NYM 07/08/2026 07:10PM ET	KC	1.78
RP	Matt Strahm (43505493)	Matt Strahm	43505493	P	4000	KC@NYM 07/08/2026 07:10PM ET	KC	1.86
RP	Joey Gerber (43505518)	Joey Gerber	43505518	P	4000	KC@NYM 07/08/2026 07:10PM ET	NYM	2.96
RP	Nick Mears (43505533)	Nick Mears	43505533	P	4000	KC@NYM 07/08/2026 07:10PM ET	KC	2.00
RP	Beck Way (43505535)	Beck Way	43505535	P	4000	KC@NYM 07/08/2026 07:10PM ET	KC	3.54
RP	Devin Williams (43505537)	Devin Williams	43505537	P	4000	KC@NYM 07/08/2026 07:10PM ET	NYM	3.13
RP	Jonathan Pintaro (43505551)	Jonathan Pintaro	43505551	P	4000	KC@NYM 07/08/2026 07:10PM ET	NYM	6.23
RP	John Schreiber (43505553)	John Schreiber	43505553	P	4000	KC@NYM 07/08/2026 07:10PM ET	KC	2.00
RP	Luke Weaver (43505555)	Luke Weaver	43505555	P	4000	KC@NYM 07/08/2026 07:10PM ET	NYM	3.94
RP	Eli Morgan (43505566)	Eli Morgan	43505566	P	4000	KC@NYM 07/08/2026 07:10PM ET	KC	2.09
RP	Dedniel Nunez (43505570)	Dedniel Nunez	43505570	P	4000	KC@NYM 07/08/2026 07:10PM ET	NYM	0
2B	Chase Meidroth (43504867)	Chase Meidroth	43504867	2B	3900	BOS@CWS 07/08/2026 07:40PM ET	CWS	6.60
1B	TJ Rumfield (43504868)	TJ Rumfield	43504868	1B	3900	COL@LAD 07/08/2026 10:10PM ET	COL	7.7
OF	Samad Taylor (43504869)	Samad Taylor	43504869	OF	3900	ARI@SD 07/08/2026 10:10PM ET	SD	7.88
C	Gabriel Moreno (43504870)	Gabriel Moreno	43504870	C	3900	ARI@SD 07/08/2026 10:10PM ET	ARI	7.17
3B	Eugenio Suarez (43504871)	Eugenio Suarez	43504871	3B	3800	PHI@CIN 07/08/2026 07:10PM ET	CIN	6.02
C	Kyle Teel (43504873)	Kyle Teel	43504873	C	3800	BOS@CWS 07/08/2026 07:40PM ET	CWS	7.08
OF	Tyler Freeman (43504874)	Tyler Freeman	43504874	OF	3800	COL@LAD 07/08/2026 10:10PM ET	COL	6.26
1B	Andrew Vaughn (43504877)	Andrew Vaughn	43504877	1B	3800	MIL@STL 07/08/2026 07:45PM ET	MIL	6.34
SS	Geraldo Perdomo (43504876)	Geraldo Perdomo	43504876	SS	3800	ARI@SD 07/08/2026 10:10PM ET	ARI	7.23
2B	Michael Massey (43504872)	Michael Massey	43504872	2B	3800	KC@NYM 07/08/2026 07:10PM ET	KC	5.52
OF	A.J. Ewing (43504875)	A.J. Ewing	43504875	OF	3800	KC@NYM 07/08/2026 07:10PM ET	NYM	7.5
3B	Brooks Lee (43504879)	Brooks Lee	43504879	3B	3700	CLE@MIN 07/08/2026 07:40PM ET	MIN	7.25
SS	Ezequiel Tovar (43504878)	Ezequiel Tovar	43504878	SS	3700	COL@LAD 07/08/2026 10:10PM ET	COL	5.32
OF	Cole Carrigg (43504883)	Cole Carrigg	43504883	OF	3700	COL@LAD 07/08/2026 10:10PM ET	COL	9.92
OF	Brenton Doyle (43505053)	Brenton Doyle	43505053	OF	3700	COL@LAD 07/08/2026 10:10PM ET	COL	4.67
C	Ivan Herrera (43504880)	Ivan Herrera	43504880	C	3700	MIL@STL 07/08/2026 07:45PM ET	STL	8.09
1B/OF	Gavin Sheets (43504881)	Gavin Sheets	43504881	1B/OF	3700	ARI@SD 07/08/2026 10:10PM ET	SD	6.45
OF/SS	Ezequiel Duran (43504884)	Ezequiel Duran	43504884	SS/OF	3600	LAA@TEX 07/08/2026 08:05PM ET	TEX	6.74
OF	Brandon Nimmo (43504888)	Brandon Nimmo	43504888	OF	3600	LAA@TEX 07/08/2026 08:05PM ET	TEX	6.8
1B	Royce Lewis (43504886)	Royce Lewis	43504886	1B	3600	CLE@MIN 07/08/2026 07:40PM ET	MIN	6.67
OF	Angel Martinez (43505056)	Angel Martinez	43505056	OF	3600	CLE@MIN 07/08/2026 07:40PM ET	CLE	6.92
C	Gary Sanchez (43504887)	Gary Sanchez	43504887	C	3600	MIL@STL 07/08/2026 07:45PM ET	MIL	6.29
2B/3B	Jorge Polanco (43505054)	Jorge Polanco	43505054	2B/3B	3600	KC@NYM 07/08/2026 07:10PM ET	NYM	4.93
OF	Jorge Soler (43504892)	Jorge Soler	43504892	OF	3500	LAA@TEX 07/08/2026 08:05PM ET	LAA	6.81
2B	Justin Foscue (43504895)	Justin Foscue	43504895	2B	3500	LAA@TEX 07/08/2026 08:05PM ET	TEX	5.34
1B	Nathaniel Lowe (43504889)	Nathaniel Lowe	43504889	1B	3500	PHI@CIN 07/08/2026 07:10PM ET	CIN	5.39
OF	Blake Dunn (43505057)	Blake Dunn	43505057	OF	3500	PHI@CIN 07/08/2026 07:10PM ET	CIN	6.87
OF	Andrew Benintendi (43504894)	Andrew Benintendi	43504894	OF	3500	BOS@CWS 07/08/2026 07:40PM ET	CWS	6.04
SS	Trevor Story (43505058)	Trevor Story	43505058	SS	3500	BOS@CWS 07/08/2026 07:40PM ET	BOS	5.98
C	Victor Caratini (43504896)	Victor Caratini	43504896	C	3500	CLE@MIN 07/08/2026 07:40PM ET	MIN	5.88
SS	Masyn Winn (43504893)	Masyn Winn	43504893	SS	3500	MIL@STL 07/08/2026 07:45PM ET	STL	6.58
1B/C	Salvador Perez (43504890)	Salvador Perez	43504890	C/1B	3500	KC@NYM 07/08/2026 07:10PM ET	KC	5.77
OF	Jo Adell (43504899)	Jo Adell	43504899	OF	3400	LAA@TEX 07/08/2026 08:05PM ET	LAA	6.69
3B	Denzer Guzman (43504903)	Denzer Guzman	43504903	3B	3400	LAA@TEX 07/08/2026 08:05PM ET	LAA	6.83
2B/OF	Luke Keaschall (43504901)	Luke Keaschall	43504901	2B/OF	3400	CLE@MIN 07/08/2026 07:40PM ET	MIN	6.64
C	Braxton Fulford (43504897)	Braxton Fulford	43504897	C	3400	COL@LAD 07/08/2026 10:10PM ET	COL	3.48
OF	Garrett Mitchell (43504900)	Garrett Mitchell	43504900	OF	3400	MIL@STL 07/08/2026 07:45PM ET	MIL	7.09
SS	Xander Bogaerts (43504898)	Xander Bogaerts	43504898	SS	3400	ARI@SD 07/08/2026 10:10PM ET	SD	6.38
C	J.T. Realmuto (43504904)	J.T. Realmuto	43504904	C	3300	PHI@CIN 07/08/2026 07:10PM ET	PHI	5.53
OF	Randal Grichuk (43504911)	Randal Grichuk	43504911	OF	3300	BOS@CWS 07/08/2026 07:40PM ET	CWS	4.75
1B/2B	Romy Gonzalez (43504912)	Romy Gonzalez	43504912	1B/2B	3300	BOS@CWS 07/08/2026 07:40PM ET	BOS	8.83
1B	Josh Bell (43504905)	Josh Bell	43504905	1B	3300	CLE@MIN 07/08/2026 07:40PM ET	MIN	7.36
SS	Brayan Rocchio (43504908)	Brayan Rocchio	43504908	SS	3300	CLE@MIN 07/08/2026 07:40PM ET	CLE	6.85
3B/OF	Kike Hernandez (43505059)	Kike Hernandez	43505059	3B/OF	3300	COL@LAD 07/08/2026 10:10PM ET	LAD	15.5
OF	Lars Nootbaar (43504907)	Lars Nootbaar	43504907	OF	3300	MIL@STL 07/08/2026 07:45PM ET	STL	6.44
3B	Nolan Arenado (43504910)	Nolan Arenado	43504910	3B	3300	ARI@SD 07/08/2026 10:10PM ET	ARI	6.33
OF	Lane Thomas (43504906)	Lane Thomas	43504906	OF	3300	KC@NYM 07/08/2026 07:10PM ET	KC	5.39
1B	Mark Vientos (43504909)	Mark Vientos	43504909	1B	3300	KC@NYM 07/08/2026 07:10PM ET	NYM	5.46
2B	Marcus Semien (43505061)	Marcus Semien	43505061	2B	3300	KC@NYM 07/08/2026 07:10PM ET	NYM	5.82
3B	Alec Bohm (43504915)	Alec Bohm	43504915	3B	3200	PHI@CIN 07/08/2026 07:10PM ET	PHI	6.13
OF	Masataka Yoshida (43504918)	Masataka Yoshida	43504918	OF	3200	BOS@CWS 07/08/2026 07:40PM ET	BOS	4.84
OF	Austin Martin (43504917)	Austin Martin	43504917	OF	3200	CLE@MIN 07/08/2026 07:40PM ET	MIN	5.41
OF	Chase DeLauter (43504920)	Chase DeLauter	43504920	OF	3200	CLE@MIN 07/08/2026 07:40PM ET	CLE	7.16
2B	Edouard Julien (43504916)	Edouard Julien	43504916	2B	3200	COL@LAD 07/08/2026 10:10PM ET	COL	4.84
1B	Blaine Crim (43505062)	Blaine Crim	43505062	1B	3200	COL@LAD 07/08/2026 10:10PM ET	COL	0
OF	Nelson Velazquez (43504919)	Nelson Velazquez	43504919	OF	3200	MIL@STL 07/08/2026 07:45PM ET	STL	6.09
SS	Cooper Pratt (43504921)	Cooper Pratt	43504921	SS	3200	MIL@STL 07/08/2026 07:45PM ET	MIL	6.4
C	Francisco Alvarez (43504914)	Francisco Alvarez	43504914	C	3200	KC@NYM 07/08/2026 07:10PM ET	NYM	5.63
1B	Joc Pederson (43504925)	Joc Pederson	43504925	1B	3100	LAA@TEX 07/08/2026 08:05PM ET	TEX	5.96
C	Tyler Stephenson (43504922)	Tyler Stephenson	43504922	C	3100	PHI@CIN 07/08/2026 07:10PM ET	CIN	5.10
2B/SS	Matt McLain (43504923)	Matt McLain	43504923	2B/SS	3100	PHI@CIN 07/08/2026 07:10PM ET	CIN	5.77
OF	Justin Crawford (43504926)	Justin Crawford	43504926	OF	3100	PHI@CIN 07/08/2026 07:10PM ET	PHI	5.02
3B	Caleb Durbin (43504928)	Caleb Durbin	43504928	3B	3100	BOS@CWS 07/08/2026 07:40PM ET	BOS	6.18
OF	Braden Montgomery (43504929)	Braden Montgomery	43504929	OF	3100	BOS@CWS 07/08/2026 07:40PM ET	CWS	6.33
OF	Everson Pereira (43505064)	Everson Pereira	43505064	OF	3100	BOS@CWS 07/08/2026 07:40PM ET	CWS	5.90
OF	Sal Frelick (43504930)	Sal Frelick	43504930	OF	3100	MIL@STL 07/08/2026 07:45PM ET	MIL	5.24
3B	Ramon Urias (43505065)	Ramon Urias	43505065	3B	3100	MIL@STL 07/08/2026 07:45PM ET	STL	3.8
1B	Ty France (43504927)	Ty France	43504927	1B	3100	ARI@SD 07/08/2026 10:10PM ET	SD	5.78
OF	John Rave (43505063)	John Rave	43505063	OF	3100	KC@NYM 07/08/2026 07:10PM ET	KC	4.67
2B	Oswald Peraza (43504932)	Oswald Peraza	43504932	2B	3000	LAA@TEX 07/08/2026 08:05PM ET	LAA	5.58
OF	Evan Carter (43504937)	Evan Carter	43504937	OF	3000	LAA@TEX 07/08/2026 08:05PM ET	TEX	5.67
1B	Nolan Schanuel (43504942)	Nolan Schanuel	43504942	1B	3000	LAA@TEX 07/08/2026 08:05PM ET	LAA	6.19
OF	Noelvi Marte (43504936)	Noelvi Marte	43504936	OF	3000	PHI@CIN 07/08/2026 07:10PM ET	CIN	5.31
3B/OF	Edmundo Sosa (43504944)	Edmundo Sosa	43504944	3B/OF	3000	PHI@CIN 07/08/2026 07:10PM ET	PHI	5.16
1B	Rhys Hoskins (43504935)	Rhys Hoskins	43504935	1B	3000	CLE@MIN 07/08/2026 07:40PM ET	CLE	5.38
OF/SS	Ryan Kreidler (43504939)	Ryan Kreidler	43504939	SS/OF	3000	CLE@MIN 07/08/2026 07:40PM ET	MIN	5.29
OF	Alex Call (43504941)	Alex Call	43504941	OF	3000	COL@LAD 07/08/2026 10:10PM ET	LAD	4.08
3B	Kyle Karros (43504943)	Kyle Karros	43504943	3B	3000	COL@LAD 07/08/2026 10:10PM ET	COL	6.23
2B	Hyeseong Kim (43505067)	Hyeseong Kim	43505067	2B	3000	COL@LAD 07/08/2026 10:10PM ET	LAD	4.91
OF	Sterlin Thompson (43505068)	Sterlin Thompson	43505068	OF	3000	COL@LAD 07/08/2026 10:10PM ET	COL	4.44
2B/OF	Bryan Torres (43504933)	Bryan Torres	43504933	2B/OF	3000	MIL@STL 07/08/2026 07:45PM ET	STL	4.42
OF	Nathan Church (43504946)	Nathan Church	43504946	OF	3000	MIL@STL 07/08/2026 07:45PM ET	STL	5.81
OF	Brandon Lockridge (43505069)	Brandon Lockridge	43505069	OF	3000	MIL@STL 07/08/2026 07:45PM ET	MIL	6.07
C	Luis Campusano (43504931)	Luis Campusano	43504931	C	3000	ARI@SD 07/08/2026 10:10PM ET	SD	6.59
OF	Lourdes Gurriel Jr. (43504947)	Lourdes Gurriel Jr.	43504947	OF	3000	ARI@SD 07/08/2026 10:10PM ET	ARI	5.31
OF	Jordan Lawlar (43505070)	Jordan Lawlar	43505070	OF	3000	ARI@SD 07/08/2026 10:10PM ET	ARI	8.25
OF	Starling Marte (43504938)	Starling Marte	43504938	OF	3000	KC@NYM 07/08/2026 07:10PM ET	KC	4.07
2B	Jonathan India (43505066)	Jonathan India	43505066	2B	3000	KC@NYM 07/08/2026 07:10PM ET	KC	5.41
OF	Wade Meckler (43504952)	Wade Meckler	43504952	OF	2900	LAA@TEX 07/08/2026 08:05PM ET	LAA	5.82
OF	Dane Myers (43505071)	Dane Myers	43505071	OF	2900	PHI@CIN 07/08/2026 07:10PM ET	CIN	3.97
C	Drew Romo (43504948)	Drew Romo	43504948	C	2900	BOS@CWS 07/08/2026 07:40PM ET	CWS	4.73
2B	Anthony Seigler (43504950)	Anthony Seigler	43504950	2B	2900	BOS@CWS 07/08/2026 07:40PM ET	BOS	7.06
OF	Nate Eaton (43504955)	Nate Eaton	43504955	OF	2900	BOS@CWS 07/08/2026 07:40PM ET	BOS	5.08
OF	Austin Hays (43505072)	Austin Hays	43505072	OF	2900	BOS@CWS 07/08/2026 07:40PM ET	CWS	5.08
1B	Kyle Manzardo (43504951)	Kyle Manzardo	43504951	1B	2900	CLE@MIN 07/08/2026 07:40PM ET	CLE	5.45
OF	David Fry (43504954)	David Fry	43504954	OF	2900	CLE@MIN 07/08/2026 07:40PM ET	CLE	3.74
2B	Alex Freeland (43504953)	Alex Freeland	43504953	2B	2900	COL@LAD 07/08/2026 10:10PM ET	LAD	4.70
3B	David Hamilton (43504949)	David Hamilton	43504949	3B	2900	MIL@STL 07/08/2026 07:45PM ET	MIL	5.65
2B/SS	Sung-Mun Song (43504956)	Sung-Mun Song	43504956	2B/SS	2900	ARI@SD 07/08/2026 10:10PM ET	SD	4.32
C	Elias Diaz (43504958)	Elias Diaz	43504958	C	2800	LAA@TEX 07/08/2026 08:05PM ET	TEX	5
2B	Donovan Walton (43504965)	Donovan Walton	43504965	2B	2800	LAA@TEX 07/08/2026 08:05PM ET	LAA	5.81
C	Kyle Higashioka (43504969)	Kyle Higashioka	43504969	C	2800	LAA@TEX 07/08/2026 08:05PM ET	TEX	4.74
OF	TJ Friedl (43504963)	TJ Friedl	43504963	OF	2800	PHI@CIN 07/08/2026 07:10PM ET	CIN	4.54
OF	Tristan Peters (43504966)	Tristan Peters	43504966	OF	2800	BOS@CWS 07/08/2026 07:40PM ET	CWS	5.69
OF	Steven Kwan (43504967)	Steven Kwan	43504967	OF	2800	CLE@MIN 07/08/2026 07:40PM ET	CLE	5.13
SS	Tristan Gray (43504970)	Tristan Gray	43504970	SS	2800	CLE@MIN 07/08/2026 07:40PM ET	MIN	4.52
3B	Nolan Gorman (43505073)	Nolan Gorman	43505073	3B	2800	MIL@STL 07/08/2026 07:45PM ET	STL	5.06
3B/OF	Miguel Andujar (43504959)	Miguel Andujar	43504959	3B/OF	2800	ARI@SD 07/08/2026 10:10PM ET	SD	5.16
1B/2B	Ildemaro Vargas (43504961)	Ildemaro Vargas	43504961	1B/2B	2800	ARI@SD 07/08/2026 10:10PM ET	ARI	6.30
OF	Tommy Troy (43504968)	Tommy Troy	43504968	OF	2800	ARI@SD 07/08/2026 10:10PM ET	ARI	5.22
1B/3B	Jose Fernandez (43505074)	Jose Fernandez	43505074	1B/3B	2800	ARI@SD 07/08/2026 10:10PM ET	ARI	5.24
OF	Isaac Collins (43504964)	Isaac Collins	43504964	OF	2800	KC@NYM 07/08/2026 07:10PM ET	KC	5.78
C	Connor Wong (43504975)	Connor Wong	43504975	C	2700	BOS@CWS 07/08/2026 07:40PM ET	BOS	5.60
OF	Kahlil Watson (43504977)	Kahlil Watson	43504977	OF	2700	CLE@MIN 07/08/2026 07:40PM ET	CLE	6.28
OF	Matt Wallner (43505076)	Matt Wallner	43505076	OF	2700	CLE@MIN 07/08/2026 07:40PM ET	MIN	5.06
2B/SS	Miguel Rojas (43504973)	Miguel Rojas	43504973	2B/SS	2700	COL@LAD 07/08/2026 10:10PM ET	LAD	3.76
OF	Jordan Beck (43505077)	Jordan Beck	43505077	OF	2700	COL@LAD 07/08/2026 10:10PM ET	COL	4.03
1B/3B	Blaze Jordan (43504971)	Blaze Jordan	43504971	1B/3B	2700	MIL@STL 07/08/2026 07:45PM ET	STL	5.55
OF	Blake Perkins (43504976)	Blake Perkins	43504976	OF	2700	MIL@STL 07/08/2026 07:45PM ET	MIL	2.79
C	Pedro Pages (43504978)	Pedro Pages	43504978	C	2700	MIL@STL 07/08/2026 07:45PM ET	STL	3.98
OF	Ryan Waldschmidt (43505078)	Ryan Waldschmidt	43505078	OF	2700	ARI@SD 07/08/2026 10:10PM ET	ARI	5.79
2B/SS	Nicky Lopez (43504983)	Nicky Lopez	43504983	2B/SS	2600	LAA@TEX 07/08/2026 08:05PM ET	TEX	5.10
OF	Jose Siri (43504985)	Jose Siri	43504985	OF	2600	LAA@TEX 07/08/2026 08:05PM ET	LAA	4.82
2B	Edwin Arroyo (43504982)	Edwin Arroyo	43504982	2B	2600	PHI@CIN 07/08/2026 07:10PM ET	CIN	3.79
C	Jose Trevino (43504988)	Jose Trevino	43504988	C	2600	PHI@CIN 07/08/2026 07:10PM ET	CIN	4.04
SS	Luisangel Acuna (43504979)	Luisangel Acuna	43504979	SS	2600	BOS@CWS 07/08/2026 07:40PM ET	CWS	3.78
C	Mickey Gasper (43505080)	Mickey Gasper	43505080	C	2600	BOS@CWS 07/08/2026 07:40PM ET	BOS	4.38
C	Austin Hedges (43504986)	Austin Hedges	43504986	C	2600	CLE@MIN 07/08/2026 07:40PM ET	CLE	4.74
OF	Ryan Ward (43505079)	Ryan Ward	43505079	OF	2600	COL@LAD 07/08/2026 10:10PM ET	LAD	5.75
OF	Tim Tawa (43504987)	Tim Tawa	43504987	OF	2600	ARI@SD 07/08/2026 10:10PM ET	ARI	2.83
3B	Nick Loftin (43504980)	Nick Loftin	43504980	3B	2600	KC@NYM 07/08/2026 07:10PM ET	KC	6.2
1B	Jared Young (43504981)	Jared Young	43504981	1B	2600	KC@NYM 07/08/2026 07:10PM ET	NYM	4.85
1B/3B	Vaughn Grissom (43504992)	Vaughn Grissom	43504992	1B/3B	2500	LAA@TEX 07/08/2026 08:05PM ET	LAA	5.83
OF	Alejandro Osuna (43504995)	Alejandro Osuna	43504995	OF	2500	LAA@TEX 07/08/2026 08:05PM ET	TEX	4.82
OF	Gabriel Rincones Jr. (43504994)	Gabriel Rincones Jr.	43504994	OF	2500	PHI@CIN 07/08/2026 07:10PM ET	PHI	4.71
SS	Marcelo Mayer (43505083)	Marcelo Mayer	43505083	SS	2500	BOS@CWS 07/08/2026 07:40PM ET	BOS	4.44
C	Alex Jackson (43504996)	Alex Jackson	43504996	C	2500	CLE@MIN 07/08/2026 07:40PM ET	MIN	4.32
C	Brett Sullivan (43504997)	Brett Sullivan	43504997	C	2500	COL@LAD 07/08/2026 10:10PM ET	COL	3.92
2B/3B	Chad Stevens (43505084)	Chad Stevens	43505084	2B/3B	2500	COL@LAD 07/08/2026 10:10PM ET	COL	1.31
OF	Alek Thomas (43505088)	Alek Thomas	43505088	OF	2500	COL@LAD 07/08/2026 10:10PM ET	LAD	5.61
OF	Akil Baddoo (43505086)	Akil Baddoo	43505086	OF	2500	MIL@STL 07/08/2026 07:45PM ET	MIL	0
OF	Jorge Barrosa (43505000)	Jorge Barrosa	43505000	OF	2500	ARI@SD 07/08/2026 10:10PM ET	ARI	2.87
3B	Jose Miranda (43505082)	Jose Miranda	43505082	3B	2500	ARI@SD 07/08/2026 10:10PM ET	SD	0
C	Adrian Del Castillo (43505087)	Adrian Del Castillo	43505087	C	2500	ARI@SD 07/08/2026 10:10PM ET	ARI	4.57
OF/SS	Tyler Tolbert (43504989)	Tyler Tolbert	43504989	SS/OF	2500	KC@NYM 07/08/2026 07:10PM ET	KC	5.47
2B	Brett Baty (43504991)	Brett Baty	43504991	2B	2500	KC@NYM 07/08/2026 07:10PM ET	NYM	4.81
OF	Kameron Misner (43504998)	Kameron Misner	43504998	OF	2500	KC@NYM 07/08/2026 07:10PM ET	KC	3.33
OF	Tyrone Taylor (43504999)	Tyrone Taylor	43504999	OF	2500	KC@NYM 07/08/2026 07:10PM ET	NYM	3.52
OF	Kyle Isbel (43505081)	Kyle Isbel	43505081	OF	2500	KC@NYM 07/08/2026 07:10PM ET	KC	4.73
C	Logan O'Hoppe (43505001)	Logan O'Hoppe	43505001	C	2400	LAA@TEX 07/08/2026 08:05PM ET	LAA	4.67
OF	Josh Lowe (43505008)	Josh Lowe	43505008	OF	2400	LAA@TEX 07/08/2026 08:05PM ET	LAA	4.61
C	Rafael Marchan (43505005)	Rafael Marchan	43505005	C	2400	PHI@CIN 07/08/2026 07:10PM ET	PHI	2.45
OF	Bryan De La Cruz (43505092)	Bryan De La Cruz	43505092	OF	2400	PHI@CIN 07/08/2026 07:10PM ET	PHI	0
1B	Jacob Gonzalez (43505004)	Jacob Gonzalez	43505004	1B	2400	BOS@CWS 07/08/2026 07:40PM ET	CWS	5.55
OF	Junior Perez (43505006)	Junior Perez	43505006	OF	2400	BOS@CWS 07/08/2026 07:40PM ET	CWS	3.21
C	Edgar Quero (43505089)	Edgar Quero	43505089	C	2400	BOS@CWS 07/08/2026 07:40PM ET	CWS	3.44
2B/SS	Isiah Kiner-Falefa (43505090)	Isiah Kiner-Falefa	43505090	2B/SS	2400	BOS@CWS 07/08/2026 07:40PM ET	BOS	5.19
3B/SS	Daniel Schneemann (43505002)	Daniel Schneemann	43505002	3B/SS	2400	CLE@MIN 07/08/2026 07:40PM ET	CLE	5.10
OF	Jase Bowen (43505007)	Jase Bowen	43505007	OF	2400	ARI@SD 07/08/2026 10:10PM ET	SD	1.71
